finding_id	source_record	record_scope	kind	severity	affected_unit	disposition	reason	evidence	current_record	current_record_sha256	resolution_status	resolution_reason	resolution_evidence
SEM:9de786cecf6e72c64412	data/ingredients/mapped/Sodium_Acetate3h2o.yaml	excluded_rejected	existing_record_review	minor	data/ingredients/mapped/Sodium_Acetate3h2o.yaml	open	The rejected hydrate duplicate is absent from final SSSOM; stale anhydrous CAS, structure, and synonyms are contained in its tombstone.	reports/yaml_record_review/Sodium_Acetate3h2o.md	data/ingredients/mapped/Sodium_Acetate3h2o.yaml	81d6967da5cca894d87f94c503bd553d581b146f141c47a6a064caa6365a705b	EXCLUDED_REJECTED	Source record is explicitly rejected and absent from active graph.	
SEM:691cd808f765e0ea7954	data/ingredients/mapped/Sodium_Alginate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Alginate.yaml	open	The exact CHEBI:53311 identity, CAS, formula, and solidifying role pass, but kg-microbe related synonyms need review before final SSSOM export.	reports/yaml_record_review/Sodium_Alginate.md	data/ingredients/mapped/Sodium_Alginate.yaml	461b8ed9f977ea61f8623face5efb0f388a1e6d8b629800b9a98bae63b5c7d9a	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:2478757aa2ea77d508dd	data/ingredients/mapped/Sodium_Carbonate_Monohydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Carbonate_Monohydrate.yaml	open	The CAS hydrate identity and close ChEBI parent pass, but final SSSOM lacks the kgmicrobe.compound anchor and exports solution/anhydrous synonyms.	reports/yaml_record_review/Sodium_Carbonate_Monohydrate.md	data/ingredients/mapped/Sodium_Carbonate_Monohydrate.yaml	6884d4a46259d1e6276a9a83c09079678f0da84c7e468181266115788d316d20	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:c493990865c65b528958	data/ingredients/mapped/Sodium_Carbonate_Solution.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Carbonate_Solution.yaml	open	The CHEBI:29377 solute and buffer role pass, but final SSSOM exports malformed formula, supplier-specific, and buffer-system labels.	reports/yaml_record_review/Sodium_Carbonate_Solution.md	data/ingredients/mapped/Sodium_Carbonate_Solution.yaml	537baefadff4ad57ce2f405300b09f74b82962990fb4e6f5673a406ac83e00d6	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:704d0da9826ed2616d46	data/ingredients/mapped/Sodium_Cholate_Hydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Cholate_Hydrate.yaml	open	The CAS hydrate identity and close ChEBI parent pass, but final SSSOM lacks the kgmicrobe.compound anchor and exports an anhydrous synonym.	reports/yaml_record_review/Sodium_Cholate_Hydrate.md	data/ingredients/mapped/Sodium_Cholate_Hydrate.yaml	b18b1353f94d1b1374fc1f8d1356a408e6b86e931d5930bc4ce6a1f5a5431fc5	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:70dda73d9281d062a6b7	data/ingredients/mapped/Sodium_Citrate.yaml	excluded_rejected	existing_record_review	minor	data/ingredients/mapped/Sodium_Citrate.yaml	open	The rejected dihydrate duplicate is absent from final SSSOM; stale anhydrous structure and mixed synonyms are contained in its tombstone.	reports/yaml_record_review/Sodium_Citrate.md	data/ingredients/mapped/Sodium_Citrate.yaml	4194495543653bc48777b0c89dfb8e43f62165b39702c03b175df0b11c884bfa	EXCLUDED_REJECTED	Source record is explicitly rejected and absent from active graph.	
SEM:a5c04cd0e6e76c2b91e5	data/ingredients/mapped/Sodium_D-Lactate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_D-Lactate.yaml	open	The CAS fallback identity, PubChem structure, and final SSSOM row pass, but carbon/energy roles are provisional name-pattern claims.	reports/yaml_record_review/Sodium_D-Lactate.md	data/ingredients/mapped/Sodium_D-Lactate.yaml	5b9a8ec9f0371556ec5e88ab9e10ad5a6ad91407a7f608f16b33e3afd58bcbdb	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:18f9b2ff58938eae13dd	data/ingredients/mapped/Sodium_Deoxycholate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Deoxycholate.yaml	open	The exact CHEBI:9177 identity and structure pass, but final SSSOM exports a numeric token and the monohydrate sibling as synonyms.	reports/yaml_record_review/Sodium_Deoxycholate.md	data/ingredients/mapped/Sodium_Deoxycholate.yaml	a00fd9952b85d8509a44839a0b064224a679237774648486835eb705b066737c	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:d46d9d15730ff5862282	data/ingredients/mapped/Sodium_Deoxycholate_Monohydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Deoxycholate_Monohydrate.yaml	open	The CAS hydrate identity and close ChEBI parent pass, but final SSSOM lacks the kgmicrobe.compound anchor and exports unsafe synonyms.	reports/yaml_record_review/Sodium_Deoxycholate_Monohydrate.md	data/ingredients/mapped/Sodium_Deoxycholate_Monohydrate.yaml	221d045730234ed597aa3a75ad8880a0ffd43aefd881832b29b33108172abd99	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:1a47f43bf3667f7f8ad6	data/ingredients/mapped/Sodium_Dithionite.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Dithionite.yaml	open	The exact CHEBI:66870 identity, CAS, and structure pass, but final SSSOM exports old scutellarin aliases and REDUCING_AGENT is provisional.	reports/yaml_record_review/Sodium_Dithionite.md	data/ingredients/mapped/Sodium_Dithionite.yaml	5ca626463094c6d84a610a408f11b7c904421bc9c421aac4b8507c271c7bb1d1	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:c0c9c6c468a3da43e15e	data/ingredients/mapped/Sodium_Dodecyl_Sulfate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Dodecyl_Sulfate.yaml	open	The exact CHEBI:8984 identity, CAS, and final SSSOM row pass, but the SURFACTANT role is provisional.	reports/yaml_record_review/Sodium_Dodecyl_Sulfate.md	data/ingredients/mapped/Sodium_Dodecyl_Sulfate.yaml	0d32474dddfc4ef67d0932b9d586e27293d71ccef3c0ed68dd8f2bca225b0aa7	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:c9a6d88b2006de59bd36	data/ingredients/mapped/Sodium_Gluconate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Gluconate.yaml	open	The exact CHEBI:84997 identity, CAS, and final SSSOM row pass, but the carbon and energy roles are provisional.	reports/yaml_record_review/Sodium_Gluconate.md	data/ingredients/mapped/Sodium_Gluconate.yaml	a39a644eb65c55b6f99c47e098938a736bea805c4236f89e7e9dd1e6f3cdabc4	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:81a3bd5c7c4738e422fc	data/ingredients/mapped/Sodium_Glutamate_Monohydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Glutamate_Monohydrate.yaml	open	The exact CHEBI:232425 hydrate identity passes, but structure fields and final SSSOM synonyms still cross the anhydrous boundary.	reports/yaml_record_review/Sodium_Glutamate_Monohydrate.md	data/ingredients/mapped/Sodium_Glutamate_Monohydrate.yaml	1ba808e191b435067a404c3e1f7bdbb6371feba7d26b44a82e72bd66456004ca	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:9bc07eb089b136ebf817	data/ingredients/mapped/Sodium_Hypophosphite_Monohydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Hypophosphite_Monohydrate.yaml	open	The CAS monohydrate and close parent pass, but structure fields omit water and final SSSOM lacks the kgmicrobe anchor.	reports/yaml_record_review/Sodium_Hypophosphite_Monohydrate.md	data/ingredients/mapped/Sodium_Hypophosphite_Monohydrate.yaml	298de05121678186ee793f313ae1c88a3f2a235972f0e2eb3f64ce6ce3d22784	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:62dd5d8f80ed06927808	data/ingredients/mapped/Sodium_L-lactate.yaml	excluded_rejected	existing_record_review	minor	data/ingredients/mapped/Sodium_L-lactate.yaml	open	The rejected duplicate points at the live CHEBI:232798 target and emits no final row; stale roles are tombstone-only.	reports/yaml_record_review/Sodium_L-lactate.md	data/ingredients/mapped/Sodium_L-lactate.yaml	c9b2157390a5a84dfd18e5d8d869edd2114b62b3b92b82e064c0b3a29cb3ccce	EXCLUDED_REJECTED	Source record is explicitly rejected and absent from active graph.	
SEM:eca76ae60af955e41359	data/ingredients/mapped/Sodium_Lactate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Lactate.yaml	open	The exact CHEBI:75228 identity, CAS, carbon role, and structure pass, but final SSSOM exports concentration labels and ENERGY_SOURCE is provisional.	reports/yaml_record_review/Sodium_Lactate.md	data/ingredients/mapped/Sodium_Lactate.yaml	56bf2419bf87002c162021c48c4a2c97392a0f97243bd2013d78a4a62e5f69a6	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:6f60d965a284fea0b873	data/ingredients/mapped/Sodium_Malate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Malate.yaml	open	The exact CHEBI:91261 identity and structure pass, but final SSSOM exports malformed and D,L-malate aliases and both roles are provisional.	reports/yaml_record_review/Sodium_Malate.md	data/ingredients/mapped/Sodium_Malate.yaml	74c793a6b15bd968d4c07253c171530894bac9e8116e86d3cb0878b5c3562ee9	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:64eefd8313d3800ab2f5	data/ingredients/mapped/Sodium_Maleate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Maleate.yaml	open	The exact CHEBI:91263 identity, CAS, structure, and final SSSOM row pass, but BUFFER is provisional.	reports/yaml_record_review/Sodium_Maleate.md	data/ingredients/mapped/Sodium_Maleate.yaml	395ed38b57a7bfb13ebc38c82ac7a88d45f75458cdc5b72c44c4216c49f7f005	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:bfe4c0b3424a25752972	data/ingredients/mapped/Sodium_Metasilicate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Metasilicate.yaml	open	The exact MeSH identity passes, but final SSSOM exports a diatom-frustule context label as a synonym.	reports/yaml_record_review/Sodium_Metasilicate.md	data/ingredients/mapped/Sodium_Metasilicate.yaml	4cbb641901db44535dbe3be87fe27f4ac7d3b3b9ee420bc8dfc96b725822dbca	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:3585c6eb4f9c56fab8b1	data/ingredients/mapped/Sodium_Nitrate_070_M_Stock.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Nitrate_070_M_Stock.yaml	open	The stock-solution parent and exact registry rows pass, but final SSSOM exports sodium-nitrate solute synonyms on the stock subject.	reports/yaml_record_review/Sodium_Nitrate_070_M_Stock.md	data/ingredients/mapped/Sodium_Nitrate_070_M_Stock.yaml	eca7428c811737e50f6146e617e8e6530a96c07d8be51069abf11aaf31aae98c	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:80e68002cb8f75f552fd	data/ingredients/mapped/Sodium_Octanoate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Octanoate.yaml	open	The exact CHEBI:132100 identity, CAS, synonyms, and final SSSOM row pass, but CARBON_SOURCE is provisional.	reports/yaml_record_review/Sodium_Octanoate.md	data/ingredients/mapped/Sodium_Octanoate.yaml	7e7f554bbb26400281ae30180749cbbe9a9ec579c3f33525d7ef018ff1988df2	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:00c8edecff6f4e7e3eb3	data/ingredients/mapped/Sodium_Perchlorate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Perchlorate.yaml	open	The exact CHEBI:132103 identity, CAS, and ChEBI synonyms pass, but final SSSOM exports the monohydrate label and ELECTRON_ACCEPTOR is provisional.	reports/yaml_record_review/Sodium_Perchlorate.md	data/ingredients/mapped/Sodium_Perchlorate.yaml	5b8a68b008ebce2e98c040b9dfff7b5b16f2370b320bb77cf0d3db32e680e0e0	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:61d749c5de2f9bbf9c62	data/ingredients/mapped/Sodium_Perchlorate_Monohydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Perchlorate_Monohydrate.yaml	open	The CAS hydrate identity, close ChEBI parent, and exact CAS row pass, but ELECTRON_ACCEPTOR is provisional.	reports/yaml_record_review/Sodium_Perchlorate_Monohydrate.md	data/ingredients/mapped/Sodium_Perchlorate_Monohydrate.yaml	1f39286747eb8f3a2ec3da7919f9e6cb197221fcfef46af69a6784afd8f83ccc	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:60d3271db8936719a28c	data/ingredients/mapped/Sodium_Phosphate_Buffer.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Phosphate_Buffer.yaml	open	The local stock-solution identity and close NCIT parent pass, but final SSSOM exports concentration/pH variants and BUFFER is provisional.	reports/yaml_record_review/Sodium_Phosphate_Buffer.md	data/ingredients/mapped/Sodium_Phosphate_Buffer.yaml	ce046dc294a3b03325e251676ea7f5e3c978dd81a122d187a110a35c58df5c29	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:1c30eea5a9f24672b1e6	data/ingredients/mapped/Sodium_Phosphate_Dibasic.yaml	active	existing_record_review	blocker	data/ingredients/mapped/Sodium_Phosphate_Dibasic.yaml	open	Sodium phosphate dibasic is exact-mapped to trisodium phosphate and exports monosodium phosphate as a synonym.	reports/yaml_record_review/Sodium_Phosphate_Dibasic.md	data/ingredients/mapped/Sodium_Phosphate_Dibasic.yaml	aabdf39c562aff24b8326456268b4a1e0ac1716934d4d24d428072a8e138e674	EXCLUDED_REJECTED	Source record is explicitly rejected and absent from active graph.	
SEM:4c7c2bfd1cbe793dd5e3	data/ingredients/mapped/Sodium_Potassium_Phosphate_Buffer.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Potassium_Phosphate_Buffer.yaml	open	The local stock-solution identity and close NCIT parent pass, but BUFFER is provisional.	reports/yaml_record_review/Sodium_Potassium_Phosphate_Buffer.md	data/ingredients/mapped/Sodium_Potassium_Phosphate_Buffer.yaml	344cddfb85f088be99aff9cf75731b2c5fcdeb926f022a0f5633451816fb2c7a	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:3831067de956841bbdce	data/ingredients/mapped/Sodium_Pyrophosphate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Pyrophosphate.yaml	open	The exact CHEBI:71240 identity, CAS, synonyms, and final SSSOM row pass, but CHELATOR is provisional.	reports/yaml_record_review/Sodium_Pyrophosphate.md	data/ingredients/mapped/Sodium_Pyrophosphate.yaml	0cd88f3772c3f6c284b5087118f8861c1336a66d9157cd38b285308165b918f6	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:51badd97273ff93a7ad9	data/ingredients/mapped/Sodium_Succinate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Succinate.yaml	open	The exact CHEBI:63675 identity, CAS, final synonyms, and hydrate rejection pass, but carbon and energy roles are provisional.	reports/yaml_record_review/Sodium_Succinate.md	data/ingredients/mapped/Sodium_Succinate.yaml	c8981c5bb57554636e2eec0fc2f209cc7cd24ca61df1039a1c7bd028402ba743	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:179b3e08b20c46f4cc11	data/ingredients/mapped/Sodium_Succinate_Dibasic.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Succinate_Dibasic.yaml	open	The CAS now points at sodium succinate, but stale CHEBI:150903 glycoside aliases and roles still publish.	reports/yaml_record_review/Sodium_Succinate_Dibasic.md	data/ingredients/mapped/Sodium_Succinate_Dibasic.yaml	6575a964dee14894c20d9f6b27630d6b14818b1ce59e7d395d5c849dc69368ac	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:f242accf8b38d1407d94	data/ingredients/mapped/Sodium_Tartrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_Tartrate.yaml	open	The exact CHEBI:63017 identity, CAS, merged Na-tartrate label, and final SSSOM row pass, but CARBON_SOURCE is not supported by its Mineral evidence.	reports/yaml_record_review/Sodium_Tartrate.md	data/ingredients/mapped/Sodium_Tartrate.yaml	5cb59f73fef83d0cd22e6f4fc9051d6c42d04dea7b14ce5ee30a70009955bab1	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:ff7c0ed2d7826968b3f1	data/ingredients/mapped/Sodium_phosphate_monobasic_monohydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_phosphate_monobasic_monohydrate.yaml	open	The exact CHEBI:114249 identity, CAS, hydrate synonyms, and final SSSOM row pass, but BUFFER is provisional.	reports/yaml_record_review/Sodium_phosphate_monobasic_monohydrate.md	data/ingredients/mapped/Sodium_phosphate_monobasic_monohydrate.yaml	e11652b78ae7590718cd4e259026cac5da0d9d51777792c7d12513355f4b1022	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:a8d0091eb0e434830bc6	data/ingredients/mapped/Sodium_succinate_dibasic_hexahydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Sodium_succinate_dibasic_hexahydrate.yaml	open	The exact CHEBI:63686 identity, CAS, hydrate synonyms, and final SSSOM row pass, but carbon and energy roles are provisional.	reports/yaml_record_review/Sodium_succinate_dibasic_hexahydrate.md	data/ingredients/mapped/Sodium_succinate_dibasic_hexahydrate.yaml	9888deb6a45d6f8199878e9711ffc0d24b03a46d8f41fcf1aaf7830b5c035507	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:aa8ec5af60ef5832161f	data/ingredients/mapped/Soil_Extract.yaml	active	existing_record_review	major	data/ingredients/mapped/Soil_Extract.yaml	open	The exact MICRO:0000457 identity and soil context pass, but final SSSOM exports recipe-specific parenthetical labels.	reports/yaml_record_review/Soil_Extract.md	data/ingredients/mapped/Soil_Extract.yaml	6983e9a7a4460eb605e05eaed32f6c08397e2555ce1356d98fb5d301b592e848	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:5474b49bb60f188f1ca3	data/ingredients/mapped/Soya_Pepton.yaml	active	existing_record_review	major	data/ingredients/mapped/Soya_Pepton.yaml	open	The misspelled soy-peptone surface is still an active duplicate of the canonical Soy_Peptone record.	reports/yaml_record_review/Soya_Pepton.md	data/ingredients/mapped/Soya_Pepton.yaml	941ffbb12746f06f0d1fcd7a7142947f77836b861ffc670ad0ec7c56696ba85c	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:9d31b6b272abfd80a9d6	data/ingredients/mapped/Soya_Peptone.yaml	active	existing_record_review	major	data/ingredients/mapped/Soya_Peptone.yaml	open	The soya-peptone spelling is still an active duplicate of Soy_Peptone and has a provisional PROTEIN_SOURCE role.	reports/yaml_record_review/Soya_Peptone.md	data/ingredients/mapped/Soya_Peptone.yaml	4002653e0decfd0e7821b4bdec8b5868f4d812225a294da510599b4497f06743	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:aa50dd7d907a0443e965	data/ingredients/mapped/Sparassol.yaml	active	existing_record_review	major	data/ingredients/mapped/Sparassol.yaml	open	The CAS fallback is stale because PubChem and OLS now identify active CHEBI:92544 for the same Sparassol compound.	reports/yaml_record_review/Sparassol.md	data/ingredients/mapped/Sparassol.yaml	37d30219a759bb7eddf97b270783e1568beb922be08234f32a6cbe3e87eb5d6a	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:35ba4e16a3091036a41a	data/ingredients/mapped/Spectinomycin_Dihydrochloride_Pentahydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Spectinomycin_Dihydrochloride_Pentahydrate.yaml	open	The salt identity passes, but SELECTIVE_AGENT remains a provisional name-pattern role.	reports/yaml_record_review/Spectinomycin_Dihydrochloride_Pentahydrate.md	data/ingredients/mapped/Spectinomycin_Dihydrochloride_Pentahydrate.yaml	1b05f89b24790d65f1318b4499e5aa93ad57d2acc52facdaa1e70cd2cfb012da	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:936a83f1f2e0290c6637	data/ingredients/mapped/Spiramycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Spiramycin.yaml	open	The NCIT/CAS grounding is stale, the structure fields are for Spiramycin I, and SELECTIVE_AGENT is provisional.	reports/yaml_record_review/Spiramycin.md	data/ingredients/mapped/Spiramycin.yaml	9cbe557f6b1b7f0bc51fdb778bececaf9578facef3104aead044b84a7b46aecc	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:46e2e5383fc9a8b8388b	data/ingredients/mapped/Sporangiomycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Sporangiomycin.yaml	open	The MeSH identity resolves, but SELECTIVE_AGENT remains a provisional name-pattern role.	reports/yaml_record_review/Sporangiomycin.md	data/ingredients/mapped/Sporangiomycin.yaml	5e72445459f2a6190d5d0a087b2da5faa9e182d7d02468179d62f218304143ea	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:92a01e3ba25ef4160e95	data/ingredients/mapped/Srcl2.yaml	active	existing_record_review	major	data/ingredients/mapped/Srcl2.yaml	open	The anhydrous strontium dichloride row exports SrCl as an exact synonym even though it is not the dichloride formula.	reports/yaml_record_review/Srcl2.md	data/ingredients/mapped/Srcl2.yaml	97e15594b9b3a08b7f52fd3eb7d520e83ee084e21ac2389c72de11f3af9e24fa	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:1966ee6923e7a6e88a05	data/ingredients/mapped/Srcl2_X_6_H2o.yaml	active	existing_record_review	major	data/ingredients/mapped/Srcl2_X_6_H2o.yaml	open	The strontium hexahydrate row exports a 0.1% w/v source label as a hydrate synonym.	reports/yaml_record_review/Srcl2_X_6_H2o.md	data/ingredients/mapped/Srcl2_X_6_H2o.yaml	2a0c4904c8905c7d5fad50026359115047f4132963cdbf77758399649085cd91	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:55c06ddf3067d41c7dd7	data/ingredients/mapped/Stachyose_-_70.yaml	active	existing_record_review	major	data/ingredients/mapped/Stachyose_-_70.yaml	open	The 70% stachyose row exact-maps a qualified preparation, exports Stachyose hydrate, and has a provisional CARBON_SOURCE role.	reports/yaml_record_review/Stachyose_-_70.md	data/ingredients/mapped/Stachyose_-_70.yaml	1a8a006b5d391e6b72f240c7e38e59491976b19d65f91216620bb2935d4d5605	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:c1a3ca7f81aed3d5c33d	data/ingredients/mapped/Stachyose_Hydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Stachyose_Hydrate.yaml	open	The close hydrate row is missing its local kgmicrobe.compound sibling and has a provisional CARBON_SOURCE role.	reports/yaml_record_review/Stachyose_Hydrate.md	data/ingredients/mapped/Stachyose_Hydrate.yaml	c8bd702022c2f571b9bbcb446d2abe1cda6b69568d2b0bea257be86540305682	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:698da5183d01f757701f	data/ingredients/mapped/Stallimycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Stallimycin.yaml	open	The Stallimycin identity passes, but produces: stallimycin is exported as a synonym and SELECTIVE_AGENT is provisional.	reports/yaml_record_review/Stallimycin.md	data/ingredients/mapped/Stallimycin.yaml	ba4c8c0afdef4efcba7627f20e2b08664a8bd693818b203b89e27e481f8317e0	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:29f62f7b822c61c7c067	data/ingredients/mapped/Staphylomycin_M1.yaml	active	existing_record_review	major	data/ingredients/mapped/Staphylomycin_M1.yaml	open	The exact NCIT:C1295 identity resolves, but SELECTIVE_AGENT remains a provisional name-pattern role.	reports/yaml_record_review/Staphylomycin_M1.md	data/ingredients/mapped/Staphylomycin_M1.yaml	04785e91917d2e9a1a1e670e3dd871cc6745b43eed0f75d32c41f1e83061a431	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:1dc3027d82514b520939	data/ingredients/mapped/Starch.yaml	active	existing_record_review	major	data/ingredients/mapped/Starch.yaml	open	The starch identity and carbon-source role pass, but degradation: starch is exported as a synonym.	reports/yaml_record_review/Starch.md	data/ingredients/mapped/Starch.yaml	e379199c1864e376ff86fb6dfd64773b049a72651810134bcc7d7f0d0055397b	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:d60f97b9a17da058cd68	data/ingredients/mapped/Steffimycin.yaml	active	existing_record_review	major	data/ingredients/mapped/Steffimycin.yaml	open	The exact NCIT:C152426 identity resolves, but SELECTIVE_AGENT remains a provisional name-pattern role.	reports/yaml_record_review/Steffimycin.md	data/ingredients/mapped/Steffimycin.yaml	ab55f3bada1b86513f24c4ab3ce55fb8f400785709509fdba0acaed781196601	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:c3b6d3737e3ca4ff2aad	data/ingredients/mapped/Streptomycin_Sulfate_Salt.yaml	active	existing_record_review	major	data/ingredients/mapped/Streptomycin_Sulfate_Salt.yaml	open	The exact CHEBI:32158 sulfate identity passes, but SELECTIVE_AGENT remains a provisional name-pattern role.	reports/yaml_record_review/Streptomycin_Sulfate_Salt.md	data/ingredients/mapped/Streptomycin_Sulfate_Salt.yaml	d2a1728eed516fdd0280e1005896d8952497be0e7fdb41af3c50cd8bb78681bb	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:1885d0f3aae52595506d	data/ingredients/mapped/Substrate.yaml	active	existing_record_review	major	data/ingredients/mapped/Substrate.yaml	open	The NCIT:C120264 label resolves, but a role-like substrate placeholder is modeled as a SINGLE_INGREDIENT.	reports/yaml_record_review/Substrate.md	data/ingredients/mapped/Substrate.yaml	4b0134fa9b74a3528e74af03437654fe792727760d4c695930b46dccca9f5f70	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:cb3cbcf83e9ae1862c41	data/ingredients/mapped/Succinate.yaml	active	existing_record_review	major	data/ingredients/mapped/Succinate.yaml	open	The broad CHEBI:26806 identity passes, but salt-specific Na Succinate synonyms and provisional roles need curation.	reports/yaml_record_review/Succinate.md	data/ingredients/mapped/Succinate.yaml	346f46e1a132bfa853f83b0742412721982ec60b5d53107c818e21a61d10341e	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:f2cc4cd510bb4b70f415	data/ingredients/mapped/Succinic_Acid.yaml	active	existing_record_review	major	data/ingredients/mapped/Succinic_Acid.yaml	open	The exact CHEBI:15741 identity, CAS, synonyms, and final SSSOM row pass, but carbon and energy roles are provisional.	reports/yaml_record_review/Succinic_Acid.md	data/ingredients/mapped/Succinic_Acid.yaml	eb67f0d82fa4c400905625bc6638673db27639ace55ffc06440b1429dfc2d158	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:ac02f85ecde0d1cb2c1d	data/ingredients/mapped/Sucrose-6-monophosphate_Dipotassium_Salt.yaml	active	existing_record_review	major	data/ingredients/mapped/Sucrose-6-monophosphate_Dipotassium_Salt.yaml	open	The CAS fallback row shape passes, but PubChem chemistry has one potassium under a dipotassium label and the carbon role is provisional.	reports/yaml_record_review/Sucrose-6-monophosphate_Dipotassium_Salt.md	data/ingredients/mapped/Sucrose-6-monophosphate_Dipotassium_Salt.yaml	c6dd378cb6b1bdeffadb13a56c6d14928e8b78e999cceedef195f4feb04bf5c8	OPEN	Historical finding remains unresolved; no blanket approval.	
SEM:76c1b9c9b61342b7f9be	data/ingredients/mapped/Sucrose.yaml	active	existing_record_review	major	data/ingredients/mapped/Sucrose.yaml	open	The exact CHEBI:17992 identity, CAS, and CultureMech carbon role pass, but d-salicin and provisional roles need curation.	reports/yaml_record_review/Sucrose.md	data/ingredients/mapped/Sucrose.yaml	36d3205ecc78e87cb9e258f55e7e85c7a6e0daab32ae7a916c674acc327189e1	OPEN	Historical finding remains unresolved; no blanket approval.	
